origin_index,endpoint_key,name,demand_weight,accessibility,reachable
530,,,,0.5309845759219364,True
531,,,,0.5138897860744747,True
532,,,,0.5309068366562179,True
533,,,,0.5398913668592467,True
534,,,,0.457942079139682,True
535,,,,0.4548651856803289,True
536,,,,0.4635801237974604,True
537,,,,0.4483612755558384,True
538,,,,0.4291084163494516,True
539,,,,0.4285789024728174,True
540,,,,0.4243894855366285,True
541,,,,0.4235935286776657,True
542,,,,0.5194165862850374,True
543,,,,0.5283505402321302,True
544,,,,0.5540713303088495,True
545,,,,0.5706830628284579,True
546,,,,0.543831400444343,True
547,,,,0.530061858248856,True
548,,,,0.4310438712696554,True
549,,,,0.5287618060675773,True
550,,,,0.5368078772966155,True
551,,,,0.5518929484246388,True
552,,,,0.566981780194194,True
553,,,,0.5874519255336005,True
554,,,,0.5480296171745516,True
555,,,,0.5505532261659449,True
556,,,,0.6432084200143762,True
557,,,,0.5986923789607783,True
558,,,,0.6041151123820735,True
559,,,,0.6222779012745749,True
560,,,,0.6571737974395917,True
561,,,,0.6884718456859867,True
562,,,,0.6829206136992046,True
563,,,,0.7666370567781523,True
564,,,,0.7308220635553481,True
565,,,,0.6654675602417705,True
566,,,,0.7305088853110012,True
567,,,,0.7392266279480261,True
568,,,,0.7350038032820096,True
569,,,,0.7868556133583429,True
570,,,,0.7853564447888047,True
571,,,,0.7706573803776366,True
572,,,,0.7238024365921538,True
573,,,,0.7229207817835852,True
574,,,,0.6928564474547403,True
575,,,,0.7673541609578206,True
576,,,,0.8909133308520146,True
577,,,,0.7850791247624328,True
578,,,,0.8728884792954522,True
579,,,,1.0061505156895159,True
580,,,,0.5897263933131878,True
581,,,,0.6576299404460331,True
582,,,,0.6581947005230143,True
583,,,,0.7645158627615444,True
584,,,,0.7600436035470947,True
585,,,,0.611390825447933,True
586,,,,0.6656174851917633,True
587,,,,0.6196180704103228,True
588,,,,0.603124979452781,True
589,,,,0.5676142817444136,True
590,,,,0.5689179711408889,True
591,,,,0.5875773152068395,True
592,,,,0.6145763943334778,True
593,,,,0.6774632740947046,True
594,,,,0.716013340646326,True
595,,,,0.641562633879802,True
596,,,,0.6845806185909971,True
597,,,,0.7876661048952747,True
598,,,,0.84008926463749,True
599,,,,0.7425345161958097,True
600,,,,0.8462802221281869,True
601,,,,0.7536745981575662,True
602,,,,1.0322806826088378,True
603,,,,0.9421834414074506,True
604,,,,0.5915635129908631,True
605,,,,0.5582889144604644,True
606,,,,0.606139057690117,True
607,,,,0.611328336573997,True
608,,,,0.6600482095633399,True
609,,,,0.5790093368958202,True
610,,,,0.5246193432571704,True
611,,,,0.5574354745787807,True
612,,,,0.5507908532531668,True
613,,,,0.567892724860503,True
614,,,,0.5080035346794314,True
615,,,,0.4936769231631922,True
616,,,,0.49978743934417846,True
617,,,,0.5191588572080191,True
